1,11.825,0.294,0.019,04:11:45
2,11.825,0.284,0.009,04:11:50
3,11.8125,0.267,0.0265,04:11:54
4,11.8,0.269,0.031,04:11:58
5,11.825,0.282,0.0225,04:12:02
6,11.775,0.343,0.0735,04:12:06
7,11.8125,0.289,0.01125,04:12:10
8,11.825,0.351,0.09575,04:12:14
9,11.7125,0.6,0.446,04:12:18
10,11.8125,0.572,0.415,04:12:22
11,11.75,0.315,0.0445,04:12:26
12,11.8125,0.34,0.09775,04:12:30
13,11.8,0.356,0.0815,04:12:35
14,11.825,0.276,0.022,04:12:39
15,11.825,0.267,0.034,04:12:43
16,11.825,0.311,0.0385,04:12:47
17,11.8125,0.262,0.018,04:12:51
18,11.8125,0.294,0.02475,04:12:55
19,11.8125,0.512,0.33575,04:12:59
20,11.8125,0.286,0.011,04:13:03
21,11.8,0.257,0.02125,04:13:07
22,11.8,0.273,0.0115,04:13:11
23,11.8125,0.282,0.01875,04:13:15
24,11.825,0.267,0.0385,04:13:20
25,11.8125,0.252,0.02425,04:13:24
26,11.7875,0.296,0.00325,04:13:28
27,11.7875,0.237,0.045,04:13:32
28,11.8125,0.276,0.01875,04:13:36
29,11.8125,0.26,0.04475,04:13:40
30,11.775,0.4,0.20475,04:13:44
31,11.7125,0.266,0.02125,04:13:48
32,11.8125,0.295,0.029,04:13:52
33,11.8125,0.375,0.11975,04:13:56
34,11.825,0.348,0.0365,04:14:00
35,11.825,0.27,0.037,04:14:04
36,11.825,0.327,0.04175,04:14:09
37,11.825,0.265,0.01125,04:14:13
38,11.6625,0.286,0.0115,04:14:17
39,11.8125,0.3,0.03675,04:14:21
40,11.75,0.313,0.03475,04:14:25
41,11.7625,0.294,0.0175,04:14:29
42,11.8125,0.383,0.177,04:14:33
43,11.825,0.284,0.029,04:14:37
